chr1_GL456221_random	136050	136150	B3-1-2	328	0.000220930765147902	+	Csprs, 
chr3	142820350	142820450	N3-1-2	22495	0.0149539780440104	+	Pkn2, 
chr3	142852750	142852850	B3-4	734	0.000699765378392885	+	Pkn2, 
chr3	142852750	142852850	N3-4	208	0.000347781887251787	+	Pkn2, 
chr3	142854750	142854850	B3-1-13	685	0.00125686459073003	-	Pkn2, 
chr3	142863450	142863550	N3-1-2	486	0.000323077720799691	-	Pkn2, 
chr3	142869150	142869250	B3-1-2	247	0.000166371643266866	-	Pkn2, 
chr3	142872550	142872650	B3-1-2	213	0.000143470283464949	+	Pkn2, 
chr3	142874050	142874150	N3-1-2	167	0.000111016418464091	-	Pkn2, 
chr3	142874050	142874150	B3-1-2	337	0.000226992889801351	-	Pkn2, 
chr3	142930950	142931050	B3-14	332	0.000898552842755959	+	No results within 20000 bp window
chr3	142938650	142938750	N3-1-11	340	0.000361256705827602	-	No results within 20000 bp window
chr3	142942750	142942850	N3-1-5	145	0.000131309060777984	+	No results within 20000 bp window
chr3	143135150	143135250	N3-8	374	0.000409462301550373	-	No results within 20000 bp window
chr3	143203250	143203350	N3-1-11	137	0.000145565202054063	-	No results within 20000 bp window
chr3	143215550	143215650	B3-1-2	165	0.00011113895197989	-	No results within 20000 bp window
chr3	143215950	143216050	B3-14	314	0.000849836122365576	+	No results within 20000 bp window
chr3	143225750	143225850	B3-2-21	171	0.000280733782288489	-	A830019L24Rik, 
chr3	143243750	143243850	B3-2-21	72	0.00011820369780568	-	A830019L24Rik, 
chr3	143273450	143273550	B3-1	186	0.000289879466247744	-	A830019L24Rik, 
chr3	143345150	143345250	B3-1	84	0.000130913307337691	+	No results within 20000 bp window
chr3	143588650	143588750	N3-4	152	0.00025414830222246	-	No results within 20000 bp window
chr3	143589950	143590050	N3-1-11	1036	0.00110077043305116	-	No results within 20000 bp window
chr3	143690750	143690850	N3-10	185	0.000190070315742754	-	Gm6260, 
chr3	143757450	143757550	B3-1	155	0.00024156622187312	-	No results within 20000 bp window
chr3	143779750	143779850	B3-18	117	0.00015974419084106	+	No results within 20000 bp window
chr3	143808450	143808550	B3-1-3	121	0.000112988652577635	+	No results within 20000 bp window
chr3	143924750	143924850	B3-2-2	68	0.000107771258673209	+	No results within 20000 bp window
chr3	144102250	144102350	N3-10	421	0.00043253839420378	+	No results within 20000 bp window
chr3	144183550	144183650	N3-21	308	0.000438588996542552	+	Lmo4, 
chr3	144234050	144234150	B3-1-11	115	0.00014605901038035	+	No results within 20000 bp window
chr3	144300050	144300150	B3-1-11	216	0.000274336923844832	+	No results within 20000 bp window
chr3	144324150	144324250	N3-1-2	815	0.000541786712863679	+	No results within 20000 bp window
chr3	144338850	144338950	N3-8	240	0.000262756557144624	+	No results within 20000 bp window
chr3	144355550	144355650	N3-1-5	182	0.000164815510769607	+	No results within 20000 bp window
chr3	144413450	144413550	N3-1-11	1261	0.00133983737073119	-	Hs2st1, 
chr3	144526650	144526750	B3-10	141	0.000104103140370903	-	Hs2st1, 
chr3	144537150	144537250	N3-18	4358	0.00484108187849084	-	Hs2st1, 
chr3	144537150	144537250	B3-18	14199	0.0193863911602753	-	Hs2st1, 
chr3	144546950	144547050	B3-2-22	134	0.000183007107231239	+	Hs2st1, 
chr3	144571450	144571550	B3-1-11	363	0.000461038441461454	-	Sep15, Hs2st1, 
chr3	144578050	144578150	N3-8	309	0.000338299067323704	-	Sep15, Hs2st1, 
chr3	144588950	144589050	B3-21	449	0.000551090643978261	-	Sep15, Hs2st1, 
chr3	144590950	144591050	N3-10	99	0.000101713304100176	-	Sep15, 
chr3	144604950	144605050	B3-2-2	72	0.000114110744477515	-	Sep15, 
chr3	144722050	144722150	N3-2-21	177	0.000231291521401653	+	Sh3glb1, Clca1, 
chr3	144975450	144975550	N3-1	267	0.000300924412746572	+	Clca6, 
chr3	145010050	145010150	N3-2-37	6	0.000271849938833764	-	Clca3, 
chr3	145072650	145072750	N3-1-13	413	0.000570464051095899	+	Clca5, 
chr3	145135450	145135550	B3-14	371	0.00100410573693512	-	Odf2l, 
chr3	145218650	145218750	B3-2-36	147	0.000117945438600573	+	No results within 20000 bp window
chr3	145262450	145262550	N3-21	694	0.000988249232469256	+	No results within 20000 bp window
chr3	145274150	145274250	B3-1-3	273	0.000254924811187557	+	Col24a1, 
chr3	145349350	145349450	B3-2-2	100	0.00015848714510766	+	Col24a1, 
chr3	145591950	145592050	B3-1-11	355	0.000450877814652386	+	Znhit6, 
chr3	145598050	145598150	B3-1-15	84	0.000110706942906848	-	Znhit6, 
chr3	145829150	145829250	N3-2-21	385	0.000503091727342578	-	Ddah1, 
chr3	145908150	145908250	N3-21	641	0.000912777749297973	-	Ddah1, Bcl10, 
chr3	146157550	146157650	N3-18	226	0.000251051974423802	-	Mcoln2, Mcoln3, 
chr3	146164550	146164650	N3-2-36	373	0.000273898769071028	+	Mcoln2, 
chr3	146424050	146424150	N3-8	290	0.000317497506549755	-	Ssx2ip, 
chr3	146461350	146461450	N3-10	183	0.000188015501518508	+	Spata1, Ctbs, 
chr3	146491650	146491750	B3-2-22	271	0.000370111388504968	-	Spata1, Gng5, Rpf1, Rpf1, 
chr3	146492550	146492650	N3-2-36	254	0.00018651551566767	-	Spata1, Gng5, Rpf1, Rpf1, 
chr3	146537450	146537550	B3-1-13	368	0.000675220685238905	-	Rpf1, 
chr3	146584950	146585050	N3-1-15	334	0.000414752266236185	+	Dnase2b, Uox, 
chr3	146682850	146682950	N3-1-2	179	0.000118993646138158	+	No results within 20000 bp window
chr3	146836250	146836350	N3-10	130	0.000133562924575989	-	Ttll7, 
chr3	146851950	146852050	B3-2-36	416	0.000333777567740398	+	Ttll7, 
chr3	146851950	146852050	N3-2-36	3218	0.0023630194071597	+	Ttll7, 
chr3	146858850	146858950	B3-1-2	165	0.00011113895197989	+	Ttll7, 
chr3	146970250	146970350	B3-2-21	295	0.000484306817398271	-	Ttll7, 
chr3	146992550	146992650	N3-8	480	0.000525513114289249	-	Ttll7, 
chr3	147039950	147040050	N3-1-2	488	0.000324407258745368	-	No results within 20000 bp window
chr3	147097450	147097550	N3-2-7	244	0.000246228863673977	-	No results within 20000 bp window
chr3	147241550	147241650	B3-2-2	79	0.000125204844635052	-	No results within 20000 bp window
chr3	147289150	147289250	N3-2-21	211	0.000275720401218919	-	No results within 20000 bp window
chr3	147377350	147377450	N3-8	217	0.000237575720418265	+	No results within 20000 bp window
chr3	147384350	147384450	B3-1-13	118	0.00021651098059291	-	No results within 20000 bp window
chr3	147393350	147393450	N3-4	157	0.000262508443742936	-	No results within 20000 bp window
chr3	147396650	147396750	B3-10	179	0.000132159305860933	-	No results within 20000 bp window
chr3	147455350	147455450	N3-2-22	789	0.000645048942781951	+	No results within 20000 bp window
chr3	147481050	147481150	N3-1-15	239	0.000296783807276791	+	No results within 20000 bp window
chr3	147585250	147585350	N3-9	161	0.00016638350467734	-	No results within 20000 bp window
chr3	147675450	147675550	N3-4	104	0.000173890943625894	-	No results within 20000 bp window
chr3	147793850	147793950	N3-1-5	400	0.000362231891801334	-	No results within 20000 bp window
chr3	147930350	147930450	B3-1-11	97	0.000123197600059948	-	No results within 20000 bp window
chr3	148015250	148015350	N3-1-15	273	0.000339004097851732	-	No results within 20000 bp window
chr3	148060250	148060350	B3-1	96	0.000149615208385932	+	No results within 20000 bp window
chr3	148095150	148095250	N3-14	1165	0.00360688931339069	+	No results within 20000 bp window
chr3	148099650	148099750	N3-4	79	0.000132090236023515	+	No results within 20000 bp window
chr3	148201250	148201350	N3-1-13	378	0.000522119639986077	-	No results within 20000 bp window
chr3	148229150	148229250	B3-2-21	109	0.000178947264733598	-	No results within 20000 bp window
chr3	148352250	148352350	B3-2-22	374	0.000510781030630473	-	No results within 20000 bp window
chr3	148467450	148467550	B3-2-21	69	0.000113278543730443	+	No results within 20000 bp window
chr3	148772550	148772650	B3-1-3	164	0.000153141644815969	+	No results within 20000 bp window
chr3	148785150	148785250	N3-1-15	237	0.000294300260772383	+	No results within 20000 bp window
chr3	149028550	149028650	B3-1-13	137	0.000251372918146005	+	No results within 20000 bp window
chr3	149096150	149096250	N3-1-3	275	0.000246199353435734	-	No results within 20000 bp window
chr3	149325150	149325250	B3-1-13	114	0.000209171625318574	-	No results within 20000 bp window
chr3	149420650	149420750	N3-4	63	0.000105337783157993	-	No results within 20000 bp window
chr3	149465850	149465950	B3-2-22	375	0.000512146755311303	-	No results within 20000 bp window
chr3	149466050	149466150	N3-4	131	0.000219035707836462	+	No results within 20000 bp window
chr3	149560050	149560150	N3-1-5	184	0.000166626670228614	-	No results within 20000 bp window
chr3	149655450	149655550	N3-2-36	313	0.000229839985842444	-	No results within 20000 bp window
chr3	149784350	149784450	N3-18	206	0.00022883498553674	+	No results within 20000 bp window
chr3	149904450	149904550	B3-1-2	496	0.000334090425345608	-	No results within 20000 bp window
chr3	149912550	149912650	N3-8	129	0.000141231649465236	-	No results within 20000 bp window
chr3	150007250	150007350	N3-1-15	125	0.000155221656525518	+	No results within 20000 bp window
chr3	150090350	150090450	N3-2-36	339	0.000248932125241497	+	No results within 20000 bp window
chr3	150187750	150187850	B3-2-21	154	0.000252824575862148	-	No results within 20000 bp window
chr3	150208050	150208150	B3-2-2	182	0.000288446604095942	-	No results within 20000 bp window
chr3	150213750	150213850	N3-2-21	2006	0.00262130390921873	+	No results within 20000 bp window
chr3	150221750	150221850	B3-2-7	75	0.000116571492519219	-	No results within 20000 bp window
chr3	150306850	150306950	B3-1-15	140	0.000184511571511413	+	No results within 20000 bp window
chr3	150378150	150378250	B3-21	231	0.00028352324890641	+	No results within 20000 bp window
chr3	150382150	150382250	N3-1	324	0.0003651667031082	-	No results within 20000 bp window
chr3	150481350	150481450	N3-4	151	0.000252476273918365	-	No results within 20000 bp window
chr3	150594650	150594750	N3-8	157	0.000171886581132109	-	No results within 20000 bp window
chr3	150598850	150598950	N3-2-36	517	0.000379639848819628	-	No results within 20000 bp window
chr3	150609450	150609550	N3-4	73	0.000122058066198945	-	No results within 20000 bp window
chr3	150691150	150691250	B3-2-22	77	0.000105160800423921	-	No results within 20000 bp window
chr3	150692650	150692750	B3-2-21	207	0.000339835631191329	+	No results within 20000 bp window
chr3	150876550	150876650	N3-2-21	253	0.000330603135110837	+	No results within 20000 bp window
chr3	150876950	150877050	N3-8	149	0.000163128029227288	-	No results within 20000 bp window
chr3	151067650	151067750	N3-2-21	591	0.000772278469764841	-	No results within 20000 bp window
chr3	151260550	151260650	B3-21	132	0.000162013285089377	+	No results within 20000 bp window
chr3	151453450	151453550	N3-18	306	0.000339919929972051	-	Eltd1, 
chr3	151600250	151600350	N3-1-13	433	0.00059808942887294	-	No results within 20000 bp window
chr3	151701950	151702050	N3-1-2	395	0.000262583744271353	-	No results within 20000 bp window
chr3	151724250	151724350	N3-2-2	130	0.000132520540683806	-	Ifi44, 
chr3	151829650	151829750	B3-2-36	211	0.000169295833637558	+	Ptgfr, 
chr3	151937950	151938050	B3-8	130	0.000138974857310238	+	No results within 20000 bp window
chr3	151968250	151968350	N3-1-13	77	0.000106357704441608	-	No results within 20000 bp window
chr3	152011050	152011150	B3-10	156	0.00011517794253802	+	No results within 20000 bp window
chr3	152159350	152159450	B3-9	1074	0.000869230924873035	-	Gipc2, 
chr3	152188150	152188250	N3-2-21	196	0.000256119424828949	-	Dnajb4, 
chr3	152209250	152209350	N3-1	136	0.000153279850687392	-	Dnajb4, Fubp1, Dnajb4, 
chr3	152223150	152223250	B3-2-36	201	0.000161272334413029	+	Fubp1, Dnajb4, Nexn, 
chr3	152232950	152233050	N3-1-15	347	0.000430895318514839	+	Fubp1, Nexn, 
chr3	152239050	152239150	B3-1-2	255	0.000171760198514375	-	Nexn, Fubp1, 
chr3	152279950	152280050	B3-1-13	161	0.000295409049792021	+	Fam73a, Nexn, 
chr3	152353550	152353650	B3-2-2	84	0.000133129201890435	-	Usp33, Fam73a, 
chr3	152392150	152392250	B3-14	75	0.000202986334959931	+	Usp33, Zzz3, Zzz3, 
chr3	152406350	152406450	N3-1-5	222	0.00020103869994974	+	Zzz3, Usp33, 
chr3	152444550	152444650	N3-1-11	199	0.000211441424881449	+	Zzz3, Ak5, 
chr3	152469950	152470050	N3-8	258	0.000282463298930471	-	Ak5, Zzz3, 
chr3	152470150	152470250	N3-8	914	0.00100066455512578	-	Ak5, Zzz3, 
chr3	152470150	152470250	B3-8	383	0.000409441310383239	-	Ak5, Zzz3, 
chr3	152522550	152522650	N3-2-21	187	0.000244358838994966	+	Ak5, 
chr3	152561350	152561450	N3-1-13	1403	0.00193792025105943	-	Ak5, 
chr3	152650350	152650450	N3-18	127	0.000141077879432845	-	Ak5, AI115009, 
chr3	152754550	152754650	N3-2-22	314	0.000256711493071651	-	Pigk, 
chr3	152819350	152819450	B3-2-21	285	0.000467889637147482	+	St6galnac5, 
chr3	152856950	152857050	B3-1-11	250	0.00031751958778337	+	St6galnac5, 
chr3	153282350	153282450	N3-2-7	116	0.000117059623713858	-	St6galnac3, 
chr3	153324950	153325050	B3-2-21	146	0.000239690831661517	+	St6galnac3, 
chr3	153377150	153377250	N3-1-11	1449	0.0015395910786594	-	St6galnac3, 
chr3	153496950	153497050	N3-1-11	139	0.000147690241500108	+	St6galnac3, 
chr3	153615050	153615150	N3-1-5	121	0.000109575147269904	+	St6galnac3, 
chr3	153684450	153684550	B3-21	292	0.000358393024591653	+	St6galnac3, 
chr3	153803150	153803250	B3-1-3	123	0.000114856233611976	-	5730460C07Rik, 
chr3	153829050	153829150	B3-2-22	123	0.000167984135742107	-	Asb17, 
chr3	153843650	153843750	N3-8	155	0.000169696943155903	+	Asb17, 2510003D18Rik, Msh4, 
chr3	153926650	153926750	B3-2-21	350	0.00057460130877761	-	Acadm, Rabggtb, Rabggtb, Snord45c, Rabggtb, Snord45b, 
chr3	154058950	154059050	B3-2-21	149	0.000244615985736754	-	Slc44a5, 
chr3	154094950	154095050	N3-1-3	232	0.000207702727262147	+	Slc44a5, 
chr3	154379550	154379650	N3-1-13	362	0.000500019337764444	-	No results within 20000 bp window
chr3	154399650	154399750	B3-1-13	262	0.000480727770469003	+	No results within 20000 bp window
chr3	154414350	154414450	B3-2-21	89	0.000146112904232021	+	No results within 20000 bp window
chr3	154472250	154472350	N3-2-2	205	0.000208974698770617	-	No results within 20000 bp window
chr3	154573950	154574050	B3-2-22	167	0.000228076021698634	+	Tyw3, 
chr3	154839650	154839750	B3-1	151	0.00023533225485704	-	Tnni3k, 
chr3	154872850	154872950	N3-8	118	0.000129188640596107	-	Tnni3k, 
chr3	155072750	155072850	N3-2-21	94	0.000122832785377149	-	Fpgt, Tnni3k, 
chr3	155199850	155199950	N3-2-36	527	0.000386982979357726	-	Lrriq3, 
chr3	155336750	155336850	B3-21	188	0.000230746193915174	+	No results within 20000 bp window
chr3	155429350	155429450	N3-4	138	0.000230739905965128	+	No results within 20000 bp window
chr3	155444850	155444950	B3-1-2	567	0.000381913853167258	-	No results within 20000 bp window
chr3	155536850	155536950	N3-1-11	356	0.00037825702139596	-	No results within 20000 bp window
chr3	155566650	155566750	B3-9	151	0.000122210306942112	+	No results within 20000 bp window
chr3	155593950	155594050	B3-2-21	179	0.00029386752648912	-	No results within 20000 bp window
chr3	155600550	155600650	N3-2-21	796	0.00104015848042777	+	No results within 20000 bp window
chr3	155600550	155600650	B3-2-21	97	0.000159246648432652	-	No results within 20000 bp window
chr3	155624350	155624450	B3-1	110	0.000171434092942214	+	No results within 20000 bp window
chr3	155775450	155775550	N3-9	145	0.000149848498001331	-	No results within 20000 bp window
chr3	155828750	155828850	N3-1-5	247	0.000223678193187324	+	No results within 20000 bp window
chr3	155910550	155910650	N3-1-11	885	0.000940329954874787	-	No results within 20000 bp window
chr3	155968350	155968450	B3-2-21	221	0.000362819683542433	-	9330178D15Rik, 
chr3	156008250	156008350	B3-1-3	124	0.000115790024129147	-	9330178D15Rik, 
chr3	156021050	156021150	N3-1-13	281	0.000388136557767427	+	9330178D15Rik, 
chr3	156053550	156053650	B3-18	120	0.000163840195734421	-	No results within 20000 bp window
chr3	156094250	156094350	N3-21	1023	0.00145674202423062	-	No results within 20000 bp window
chr3	156097250	156097350	B3-1	67	0.000104418947519349	+	No results within 20000 bp window
chr3	156192650	156192750	B3-8	101	0.000107972773756416	+	No results within 20000 bp window
chr3	156215350	156215450	B3-1-11	181	0.00022988418155516	+	No results within 20000 bp window
chr3	156279850	156279950	B3-1-2	177	0.000119221784851155	-	No results within 20000 bp window
chr3	156316350	156316450	N3-2-2	197	0.000200819588574691	-	No results within 20000 bp window
chr3	156330250	156330350	B3-1	84	0.000130913307337691	-	No results within 20000 bp window
chr3	156333650	156333750	B3-2-2	192	0.000304295318606708	-	No results within 20000 bp window
chr3	156437750	156437850	B3-2-21	209	0.000343119067241487	+	No results within 20000 bp window
chr3	156469750	156469850	B3-1-11	224	0.0002844975506539	-	No results within 20000 bp window
chr3	156491450	156491550	B3-1-3	199	0.000185824312916937	-	No results within 20000 bp window
chr3	156565050	156565150	N3-4	94	0.000157170660584942	-	Negr1, 4930570G19Rik, 4930570G19Rik, 
chr3	156604450	156604550	B3-2-36	174	0.000139608886506801	-	Negr1, 
chr3	156658450	156658550	B3-1-2	178	0.000119895354257093	-	Negr1, 
chr3	156678350	156678450	B3-2-21	61	0.000100144799529812	+	Negr1, 
chr3	156685050	156685150	B3-1	68	0.000105977439273369	+	Negr1, 
chr3	156715350	156715450	N3-2-21	1235	0.00161381372277424	-	Negr1, 
chr3	156822050	156822150	N3-18	489	0.00054320537828867	+	Negr1, 
chr3	156986250	156986350	B3-18	75	0.000102400122334013	-	Negr1, 
chr3	157003850	157003950	B3-1-3	174	0.000162479549987674	+	Negr1, 
chr3	157017850	157017950	N3-2-36	726	0.000533111277065861	-	Negr1, 
chr3	157019050	157019150	N3-9	129	0.000133313491325322	+	Negr1, 
chr3	157136850	157136950	N3-1-13	249	0.000343935953324162	+	Negr1, 
chr3	157174250	157174350	B3-18	102	0.000139264166374257	+	Negr1, Negr1, 
chr3	157195050	157195150	B3-1-11	131	0.000166380263998486	-	Negr1, 
chr3	157287150	157287250	N3-18	128	0.000142188728877198	+	Negr1, 
chr3	157307350	157307450	N3-8	126	0.000137947192500928	-	Negr1, 
chr3	157347750	157347850	N3-2-36	700	0.000514019137666808	-	No results within 20000 bp window
chr3	157498450	157498550	B3-1-11	184	0.000233694416608561	+	No results within 20000 bp window
chr3	157537650	157537750	B3-4	118	0.000112496341485505	+	Zranb2, Mir186, 
chr3	157588450	157588550	B3-2-36	133	0.000106712539686233	-	Ptger3, 
chr3	157590750	157590850	B3-1-2	248	0.000167045212672804	+	Ptger3, 
chr3	157611750	157611850	B3-8	231	0.000246947631066653	+	Ptger3, 
chr3	157622350	157622450	B3-1-11	106	0.000134628305220149	+	Ptger3, 
chr3	157655650	157655750	B3-14	64	0.000173215005832474	-	Ptger3, 
chr3	157681150	157681250	B3-21	537	0.000659099500704512	-	No results within 20000 bp window
chr3	157758850	157758950	N3-1-13	1077	0.00148762659329366	+	No results within 20000 bp window
chr3	157796350	157796450	B3-2-36	182	0.000146027685886424	+	No results within 20000 bp window
chr3	157891250	157891350	B3-2-36	134	0.000107514889608686	+	Cth, 
chr3	157962050	157962150	B3-1-11	129	0.000163840107296219	+	Ankrd13c, 
chr3	157971450	157971550	B3-2-22	119	0.000162521237018787	+	Ankrd13c, 
chr3	157988750	157988850	B3-10	186	0.000137327546872254	-	Ankrd13c, 
chr3	157997750	157997850	N3-2-36	373	0.000273898769071028	-	Ankrd13c, Srsf11, 
chr3	158018850	158018950	N3-1-13	373	0.000515213295541817	-	Srsf11, Ankrd13c, Lrrc40, 
chr3	158018850	158018950	B3-1-13	593	0.0010880594194203	-	Srsf11, Ankrd13c, Lrrc40, 
chr3	158033250	158033350	B3-2-21	113	0.000185514136833914	-	Srsf11, Srsf11, Lrrc40, Srsf11, 
chr3	158034450	158034550	B3-2-21	152	0.00024954113981199	+	Srsf11, Lrrc40, Srsf11, Srsf11, 
chr3	158081250	158081350	B3-1-2	254	0.000171086629108437	+	Lrrc7, Lrrc40, 
chr3	158167150	158167250	B3-14	85	0.000230051179621255	-	Lrrc7, 
chr3	158320150	158320250	N3-9	125	0.00012917973965632	+	Lrrc7, 
chr3	158326150	158326250	N3-1-2	178	0.000118328877165319	+	Lrrc7, 
chr3	158358350	158358450	N3-4	61	0.000101993726549803	+	Lrrc7, 
chr3	158361450	158361550	N3-2-7	102	0.00010293173809322	-	Lrrc7, 
chr3	158363150	158363250	B3-1-13	87	0.000159630977216806	-	Lrrc7, 
chr3	158461850	158461950	B3-2-21	69	0.000113278543730443	-	Lrrc7, 
chr3	158496550	158496650	B3-2-36	272	0.000218239178907183	-	Lrrc7, 
chr3	158600450	158600550	N3-9	557	0.000575624919908561	-	No results within 20000 bp window
chr3	158674550	158674650	N3-1-3	218	0.000195168941996328	+	No results within 20000 bp window
chr3	158695650	158695750	N3-1-13	233	0.000321835651102529	-	No results within 20000 bp window
chr3	158774350	158774450	N3-8	108	0.000118240450715081	+	No results within 20000 bp window
chr3	158831050	158831150	N3-4	63	0.000105337783157993	-	No results within 20000 bp window
chr3	159009250	159009350	N3-1-5	121	0.000109575147269904	+	No results within 20000 bp window
chr3	159040650	159040750	B3-1	107	0.000166758617680154	-	No results within 20000 bp window
chr3	159187050	159187150	N3-1-15	220	0.000273190115484912	-	Gm20752, 
chr3	159187050	159187150	B3-1-15	479	0.000631293162528336	-	Gm20752, 
chr3	159280150	159280250	N3-18	91	0.000101087299436133	+	Gm20752, 
chr3	159319050	159319150	N3-1	140	0.000157788081589963	+	Gm20752, 
chr3	159398150	159398250	B3-1-3	135	0.000126061719818023	-	No results within 20000 bp window
chr3	159400950	159401050	N3-1-11	506	0.000537634979849313	-	No results within 20000 bp window
chr3	159521850	159521950	N3-4	63	0.000105337783157993	+	Depdc1a, 
chr3	159583750	159583850	B3-2-21	225	0.000369386555642749	-	Rpe65, 
chr3	159621150	159621250	N3-2-21	329	0.000429914748820021	-	Rpe65, 
chr3	159732750	159732850	B3-1	74	0.00011532838979749	-	No results within 20000 bp window
chr3	159842150	159842250	B3-2-21	208	0.000341477349216408	-	Wls, 
chr3	159846950	159847050	B3-14	258	0.000698272992262161	-	Wls, 
chr3	159864250	159864350	B3-1-13	382	0.000700908428699081	+	Wls, 
chr3	159867350	159867450	B3-1-11	224	0.0002844975506539	+	Wls, 
chr3	159883450	159883550	B3-1-13	103	0.00018898839831415	+	Wls, 
chr3	159891750	159891850	B3-2-21	170	0.00027909206426341	+	Wls, 
chr4	3212350	3212450	B3-2-21	94	0.000154321494357415	+	No results within 20000 bp window
chr4	3228950	3229050	B3-2-36	142	0.000113933688988309	-	No results within 20000 bp window
chr4	3387450	3387550	B3-1-2	231	0.000155594532771846	-	No results within 20000 bp window
chr4	3396150	3396250	B3-2-36	399	0.000320137619058699	-	No results within 20000 bp window
chr4	3431550	3431650	N3-1	159	0.000179202178377172	-	No results within 20000 bp window
chr4	3523950	3524050	B3-10	161	0.000118869543260392	-	No results within 20000 bp window
chr4	3701650	3701750	B3-14	355	0.000960801985477004	-	Lyn, 6330407A03Rik, 
chr4	3731150	3731250	B3-10	185	0.00013658922672778	-	Lyn, 6330407A03Rik, 
chr4	3810450	3810550	B3-1-11	127	0.000161299950593952	-	Lyn, 
chr4	3829050	3829150	N3-1-11	776	0.00082451530506535	-	Rps20, 
chr4	3971750	3971850	N3-4	124	0.000207331509707796	-	No results within 20000 bp window
chr4	4077750	4077850	B3-1	82	0.000127796323829651	+	Sdr16c6, 
chr4	4099550	4099650	N3-10	101	0.000103768118324422	-	No results within 20000 bp window
chr4	4115450	4115550	B3-1-3	160	0.000149406482747286	-	Penk, 
chr4	4265450	4265550	B3-1-15	128	0.000168696293953292	+	No results within 20000 bp window
chr4	4283650	4283750	B3-2-36	186	0.000149237085576236	-	No results within 20000 bp window
chr4	4467250	4467350	B3-8	118	0.000126146408943139	-	No results within 20000 bp window
chr4	4533450	4533550	N3-21	529	0.000753290841464318	-	No results within 20000 bp window
chr4	4678250	4678350	B3-21	95	0.000116600470329476	-	No results within 20000 bp window
chr4	4765050	4765150	B3-2-36	194	0.000155655884955859	-	Impad1, 
chr4	4781550	4781650	N3-8	351	0.000384281464824013	+	Impad1, 
chr4	4952050	4952150	N3-2-7	109	0.000109995680903539	-	No results within 20000 bp window
chr4	4978950	4979050	N3-18	155	0.000172181663874732	+	No results within 20000 bp window
chr4	4990750	4990850	N3-1-3	170	0.00015219596394209	+	No results within 20000 bp window
chr4	5058650	5058750	N3-2-36	169	0.000124098906093844	+	No results within 20000 bp window
chr4	5067450	5067550	B3-2-21	197	0.00032341845094054	+	No results within 20000 bp window
chr4	5107150	5107250	N3-1-2	632	0.000420133990834165	-	No results within 20000 bp window
chr4	5207050	5207150	N3-2-7	168	0.000169534627447656	+	No results within 20000 bp window
chr4	5225850	5225950	N3-1	113	0.000127357522997613	-	No results within 20000 bp window
chr4	5462850	5462950	N3-1-15	148	0.000183782441326214	-	No results within 20000 bp window
chr4	5658750	5658850	B3-1-2	393	0.00026471277653392	+	Fam110b, 4930423M02Rik, 
chr4	5719050	5719150	B3-2-22	81	0.000110623699147242	+	Fam110b, 
chr4	5738750	5738850	B3-2-21	86	0.000141187750156784	+	Fam110b, 
chr4	5854450	5854550	N3-2-2	1097	0.00111826948561642	+	No results within 20000 bp window
chr4	5948250	5948350	N3-1-2	195	0.00012962994970358	-	No results within 20000 bp window
chr4	5968650	5968750	N3-2-7	171	0.000172562031509221	+	No results within 20000 bp window
chr4	6177650	6177750	N3-1-15	119	0.000147771017012294	+	Ubxn2b, 
chr4	6206850	6206950	B3-21	819	0.00100521879157727	+	Ubxn2b, 
chr4	6224850	6224950	B3-2-21	161	0.0002643166020377	-	Ubxn2b, 
chr4	6292550	6292650	B3-2-22	77	0.000105160800423921	+	Cyp7a1, 
chr4	6355950	6356050	B3-2-2	74	0.000117280487379669	+	Sdcbp, 
chr4	6381550	6381650	B3-2-2	67	0.000106186387222132	-	Sdcbp, Nsmaf, 
chr4	6384050	6384150	B3-1-3	147	0.000137267206024069	-	Sdcbp, Nsmaf, 
chr4	6386250	6386350	N3-18	193	0.00021439394276015	+	Sdcbp, Nsmaf, 
chr4	6408550	6408650	N3-1-2	383	0.000254606516597287	-	Nsmaf, Sdcbp, 
chr4	6455350	6455450	N3-18	379	0.000421011939409828	-	Nsmaf, 
chr4	6557050	6557150	N3-2-21	338	0.000441675334654003	-	No results within 20000 bp window
chr4	6627850	6627950	B3-2-22	322	0.000439763347227306	+	No results within 20000 bp window
chr4	6681350	6681450	B3-18	98	0.000133802826516443	-	Tox, 
chr4	6696450	6696550	N3-2-2	669	0.000681971090134355	-	Tox, 
chr4	6705350	6705450	B3-2-2	310	0.000491310149833747	+	Tox, 
chr4	6715850	6715950	B3-2-36	209	0.000167691133792652	-	Tox, 
chr4	6728250	6728350	B3-2-21	87	0.000142829468181863	+	Tox, 
chr4	6735750	6735850	B3-2-36	544	0.000436478357814367	+	Tox, 
chr4	6735750	6735850	N3-2-36	326	0.000239386055541971	+	Tox, 
chr4	6759550	6759650	B3-2-36	883	0.000708474981525893	+	Tox, 
chr4	6759550	6759650	N3-2-36	762	0.000559546547003011	+	Tox, 
chr4	6779450	6779550	B3-2-36	153	0.000122759538135291	-	Tox, 
chr4	6789050	6789150	B3-2-7	71	0.000110354346251527	-	Tox, 
chr4	6812550	6812650	B3-2-2	184	0.000291616346998095	+	Tox, 
chr4	6828750	6828850	B3-2-22	175	0.000239001819145275	-	Tox, 
chr4	6860750	6860850	N3-1-15	111	0.00013783683099466	-	Tox, 
chr4	6915850	6915950	B3-1	136	0.000211954878546738	-	Tox, 
